questionType,asin,answerTime,unixTime,question,answerType,answer
yes/no,B000PD0HQE,7 days ago,,"will this console come with all cords like the red, yellow, and white cord that connects to the older tv's?",Y,Yes it comes with everything required to use the console
yes/no,B000PD0HQE,7 days ago,,will i need to buy a built in wifi device for this console?,?,There is no built in wifi with this console. Only the new slims have built in wifi. These units you will either need direct line with ethernet cord or need a wireless adapter for it to work.
open-ended,B000PD0HQE,7 days ago,,what games will this xbox 360 come with?,,Forza horizon crisis 2 the walking dead shadow of mordor battlefield 3 assassins creed rogue saints row 4 brink call of duty ghost call of duty modern warfare assassins creed brotherhood batman Arkham origins halo 4 ghost recon advanced soldier darksiders 2
yes/no,B000PD0HQE,7 days ago,,will this xbox 360 include all listed items?,?,Please read the seller notes to confirm what is included as each seller may provide a different bundle.
yes/no,B000PD0HQE,7 days ago,,does this come with the 120 gb harddrive?,Y,"Yes, along with the power box and video cable cord."
yes/no,B000PD0HQE,8 days ago,,Does this come with a xbox live 1 month code and a standard xbox 360 headset?,?,"Hi Tanya! It will come with the standard Xbox 360 headset, but does not come with an Xbox live code."
yes/no,B000PD0HQE,29-Mar-15,1427612400,does it come with everything shown in the picture?,Y,"It came with the console, one controller, power cord and HDMI cord"
open-ended,B000PS1TG6,21-Aug-14,1408604400,Does anyone know if this works with a mac?,,"I don't have a mac but I think it would. It depends on what you are doing with it, because it might need drivers that are not available for mac."
open-ended,B000PS1TG6,1-May-14,1398927600,Does this work on the pc or only ps3,,"I bought this for PC use after reading some reviews. It worked on Win7 x64 for a while, but lately I've been getting error codes from it in both Windows and Linux. I finally gave up and am no longer using it, so I would advise avoiding it if you primarily intend to use it for PC. Also, it doesn't have rumble support in Windows."
yes/no,B000PS1TG6,14-Dec-14,1418544000,Does this work with a Dualshock 1?,?,I assume so because it works all my ps1 and ps2 controllers but I've never tried a dualshock 1
yes/no,B000PS1TG6,26-Aug-14,1409036400,Has anyone tried this on PC with success?,Y,"yes ,but I haven't pinpointed the driver you will need."
open-ended,B000PS1TG6,1-Oct-14,1412146800,does anyone know if i buy this if i can use it for ps3 guitar hero game or rockband games with a guitar from the ps2,,"No, it doesn't. My brother bought one to use for guitar hero and it didn't work."
yes/no,B000PS1TG6,17-Apr-14,1397718000,will this work for guitar hero if i use a ps2 guitar will it work on my ps3???,?,"It will not unfortunately. It does work with dance pads and regular PS2 controllers. If you want a link to one that does work, check my review :)"
open-ended,B000PS1TG6,6-May-14,1399359600,Does anyone know if this works well with the Street Fighter Anniversary Arcade stick?,,"99% of the time will will work with other pc and or the ps3. I have used it on both for gaming and even used a ps1 controller. also it depends if your using it for a type of game like street fighter vs. say any other type of gaming hardware. It would but not unless the software/ game your playing allows for that type of controller to be used. and if it's not fully compatible for that software it maybe have issues if it doesnt work, you'll have to read on each type of software used before purchase and or etc. Mainly do research before you do."
open-ended,B000PT18OS,14-Feb-15,1423900800,I am looking for the power adapter that fits a xbox 360 elite the face of the plug is all plastic and has a narrow all open slit at the top,,This power supply is NOT for the elite.
open-ended,B000PT18OS,6 days ago,,What is the voltage and amp rating?,,It was for my nephew so
yes/no,B000PT18OS,7-Apr-15,1428390000,does this have a part number on the back?,N,Not that I saw.
yes/no,B000PT18OS,3-Mar-15,1425369600,Is this is 100-240v. Is this works for Xbox 360 pro.,?,"I'm not sure, this one works on my old xbox360 which is not the newer slim type."
open-ended,B000PT18OS,18-Feb-15,1424246400,How do I know which one I need? I had two 360's and one got stolen. Apparently I had the bricks switched because the one I have left wont plug in.,,"Not sure, my xbox is from 2009 and i'd just recommend you look at the connections and see if they are similar"
open-ended,B000PT18OS,25-Jan-15,1422172800,Input 220V?,,"No, it appears to be 110v only."
open-ended,B000PT18OS,13-Jan-15,1421136000,What causes burnt out power supplies for xbox 360?,,Did not burn out grandson lost all hookups for Xbox so we gave for Christmas present
yes/no,B000PT18OS,29-Nov-14,1417248000,Is this ac to dc power converter? Curious because I know how to hook a car amp up to one but it must be dc,Y,Thought this was a part for the Xbox a gaming system but it doesn't work at all
open-ended,B000PT18OS,4-Nov-14,1415088000,If I bring and xbox from europe and I use this will it work in the US,,I'm assuming that Xbox makes their systems the same so I would say yes
open-ended,B000PT18OS,9-Sep-14,1410246000,is this for the 110V or 220V ?,,110v
open-ended,B000QJ1NS8,23-Jul-14,1406098800,"Is it just the battery or does it come with the screwdriver too? Whenever I add this product to my cart, it only shows a picture of the blue battery.",,Screwdriver was included.
open-ended,B000QJ1NS8,1-Nov-14,1414825200,how long do the battery last?,,A few hours
open-ended,B000QJ1NS8,5-Apr-15,1428217200,My GBA SP won't charge. Time to change the battery?,,Time to buy another battery
yes/no,B000QJ1NS8,26-Feb-15,1424937600,When I turn on my gameboy sp it says the internal battery has run dry and clock-based events will no longer occur. will this fix my problem?,N,"No, that is the battery within the game cartridge, which is a watch battery."
open-ended,B000QJ1NS8,6-Jul-14,1404630000,The picture says 850 mAh but the description says 600 mAh. Which is true?,,Mine says 850. Works great. Holds charge as well as the original. Hope that helps
yes/no,B000QJ1NS8,19-May-14,1400482800,Does it increase the stock battery life?,?,"Probably, your original battery is ten years old now and has cycled a lot of times."
open-ended,B000QJ1NS8,8-Apr-14,1396940400,"Just bought this battery, but does anybody know where I can find an LCD? My original GBA SP's backlight died.",,You don't actually buy a new LCD. You can buy just the little light. Installing it is a monster pain though. There are several tutorials on youtube however.
yes/no,B000QJ1NS8,17-Dec-13,1387267200,Does this come with the tri point screw driver? I ordered one that came w/ a Philips that doesn't fit.,Y,"When I purchased my replacement battery, it came with a yellow screwdriver that fit perfectly."
yes/no,B000QW70AK,17-Jun-14,1402988400,Does this come with the leather carrying case? (I used to own a pair of these and the case was very nice.),?,"YES THEY DO, VERY NICE STYLE."
yes/no,B000QW70AK,15-Aug-14,1408086000,Can I use in the airplane?,?,Yup. There's an airplane adapter included.
yes/no,B000QW70AK,10-Mar-14,1394434800,Are these wireless?,N,No.
yes/no,B000QW70AK,13-Dec-14,1418457600,Has anyone tried these for bike rides? Are they comfortable with a helmet and do they enough outside noise to be safe,Y,"I use mine for running, biking and cross country skiing with no problems. They fit well under a helmet or watch cap. I live in interior Alaska and have to keep them in a warm place before putting them on as the metal in the frame can give contact frostbite (like a burn blister) if I leave it exposed to outside temps too long and put it straight on. As long as you don't turn the volume up too loud, you should be able to hear cars or other people just fine. It will never be as safe as exercising on the road without them on, but I really enjoy having music or audio books while I exercise."
yes/no,B000QW70AK,15-Nov-14,1416038400,Does the volume controls work on both Apple and Android phones?,Y,Yes
yes/no,B000QW70AK,28-Oct-14,1414479600,Are they copatible with computers?,?,"YES THEY ARE, WORKS REALLY WELL."
open-ended,B000QW70AK,27-Aug-14,1409122800,Can anyone tell me where to get replacement foam covers for these earphones?,,I believe you can get them on the B&O website
open-ended,B000QW70AK,18-Apr-14,1397804400,do you know where is the serial number so i can register my earphones? thanks,,I believe it is on a sticker on the brown box they were packaged in. Don't remember for sure as it has been a while since I bought them.
yes/no,B000QW70AK,1-Feb-14,1391241600,does it work as hand free,Y,"Yes, you can, at least with my iPhone 5, it worked."
open-ended,B000QW70AK,29-Mar-13,1364540400,"I have a B&amp;O A8 earhone, but now one earphone doesn't work anymore, where can I fix it?",,"I had the same problem, still under warranty, and the company refused to fix them. Do not send them back to B&O (who wanted $50 to fix mine). Go to a local electronics repair shop. I did that and had them fixed for $5."
yes/no,B000R0SRNU,20-Apr-14,1397977200,Do u need xbox live to play this?,N,"No, You don""t need Xbox Live to play this. It's really fun to play with a second player."
yes/no,B000R0SRNU,26-Jun-14,1403766000,Does this work on an xbox kinect?,?,If you have an Xbox 360 with the Kinect you can play this game but it will not use the motion sensors because it was released prior to the Kinect. This game is played with a controller.
open-ended,B000R0SRNU,10-Sep-14,1410332400,how do you play,,"A is jump, X is attack, A+X is a Jump attack, AA+X is a double jump attack, B is to use the force, Y is to change characters, B also builds things that need construction in order to complete a task or level, I may have a few buttons off atm, but if you read the instruction manual it will be very insightful on the controls. You also can break stuff and use the force with B to get coins. The blue coins are worth 2000, gold is worth 100, and silver are worth 10. The more coins you get, the more things you can buy; such as characters or lego model kits (ships and such). Fun if your a star wars fan, great for kids. Hope this helps a little bit."
